	ID_TWEET	DATATIME	LATITUDE	LONGITUDE	cluster
4148	714869193351540738	2016-03-29 14:37:51	-49.3225514	-25.5789025	86
4149	714869174875586560	2016-03-29 14:37:47	-49.3225514	-25.5789025	86
4151	714869122295795712	2016-03-29 14:37:35	-49.3225366	-25.578895	86
4155	714866586243448839	2016-03-29 14:27:30	-49.27029464	-25.40883154	59
4156	714866566521888768	2016-03-29 14:27:25	-49.27221514	-25.43222855	59
4160	714865244129124352	2016-03-29 14:22:10	-49.23989267	-25.44225136	85
4161	714864896928845827	2016-03-29 14:20:47	-49.23944444	-25.44277778	85
4162	714864797381214208	2016-03-29 14:20:23	-49.2663135	-25.4099012	59
4163	714864791031033856	2016-03-29 14:20:22	-49.25	-25.4167	61
4166	714864261022027778	2016-03-29 14:18:16	-49.25	-25.4167	61
4168	714864163751796737	2016-03-29 14:17:52	-49.25	-25.4167	61
4169	714864072240398336	2016-03-29 14:17:31	-49.25	-25.4167	61
4171	714863996302544896	2016-03-29 14:17:12	-49.25	-25.4167	61
4172	714863903889489920	2016-03-29 14:16:50	-49.25	-25.4167	61
4173	714863870058303489	2016-03-29 14:16:42	-49.27029133	-25.42296631	59
4174	714863727812722688	2016-03-29 14:16:08	-49.27046299	-25.42323763	59
4175	714863617351553024	2016-03-29 14:15:42	-49.27047372	-25.42328608	59
4178	714863451303239680	2016-03-29 14:15:02	-49.26576	-25.42877	59
4180	714863203524689920	2016-03-29 14:14:03	-49.2690897	-25.41996241	59
4181	714863183148802049	2016-03-29 14:13:59	-49.2792689	-25.4334995	59
4182	714862961966325760	2016-03-29 14:13:06	-49.25	-25.4167	61
4190	714860945827348480	2016-03-29 14:05:05	-49.25	-25.4167	61
4191	714860935874150400	2016-03-29 14:05:03	-49.2731438	-25.4273529	59
4192	714860507371610112	2016-03-29 14:03:21	-49.26639442	-25.41615679	59
4193	714860442993221634	2016-03-29 14:03:05	-49.25	-25.4167	61
4194	714860216010076162	2016-03-29 14:02:11	-49.2769088	-25.4366284	59
4196	714859931745259522	2016-03-29 14:01:03	-49.26474632	-25.42705249	59
4198	714859601687101440	2016-03-29 13:59:45	-49.26489204	-25.42939781	59
4203	714859137180389376	2016-03-29 13:57:54	-49.25	-25.4167	61
4213	714856536481406979	2016-03-29 13:47:34	-49.26910673	-25.43968793	59
4214	714856504986198018	2016-03-29 13:47:26	-49.2663135	-25.4099012	59
4215	714856446060531714	2016-03-29 13:47:12	-49.26878929	-25.439438	59
4216	714856411469971457	2016-03-29 13:47:04	-49.25	-25.4167	61
4217	714856406898311169	2016-03-29 13:47:03	-49.25	-25.4167	61
4218	714856307086467074	2016-03-29 13:46:39	-49.27466758	-25.43220437	59
4221	714855792487374848	2016-03-29 13:44:36	-49.26753162	-25.42874883	59
4222	714855766637821952	2016-03-29 13:44:30	-49.2803879	-25.43785591	59
4224	714855546051031042	2016-03-29 13:43:38	-49.27047372	-25.42328608	59
4227	714855415255863297	2016-03-29 13:43:07	-49.27466758	-25.43220437	59
4231	714855150981087232	2016-03-29 13:42:04	-49.2710638	-25.43106679	59
4233	714854937222594561	2016-03-29 13:41:13	-49.23944444	-25.44277778	85
4235	714854754959159297	2016-03-29 13:40:29	-49.25	-25.4167	61
4237	714854230369157121	2016-03-29 13:38:24	-49.25	-25.4167	61
4238	714854128023904257	2016-03-29 13:38:00	-49.27780654	-25.43885019	59
4239	714854117072457728	2016-03-29 13:37:57	-49.27985	-25.4368172	59
4240	714854057991659520	2016-03-29 13:37:43	-49.23664379	-25.44048914	85
4241	714854020029014016	2016-03-29 13:37:34	-49.26728725	-25.4106789	59
4244	714853332855230464	2016-03-29 13:34:50	-49.26682502	-25.43152144	59
4245	714853281097355264	2016-03-29 13:34:38	-49.25	-25.4167	61
4253	714851944888672257	2016-03-29 13:29:19	-49.23989267	-25.44225136	85
4254	714851799333781505	2016-03-29 13:28:44	-49.26819106	-25.43602894	59
4255	714851769759764480	2016-03-29 13:28:37	-49.24975715	-25.41003664	61
4256	714851717796470784	2016-03-29 13:28:25	-49.26679037	-25.43000996	59
4258	714851332281204736	2016-03-29 13:26:53	-49.26645041	-25.42372212	59
4259	714850921277169664	2016-03-29 13:25:15	-49.24210818	-25.44452698	85
4260	714850653672181760	2016-03-29 13:24:11	-49.26237438	-25.53107559	87
4261	714850582746370048	2016-03-29 13:23:54	-49.23989267	-25.44225136	85
4263	714850476680851460	2016-03-29 13:23:29	-49.25	-25.4167	61
4264	714850399681961985	2016-03-29 13:23:11	-49.26670623	-25.41448159	59
4268	714849731650961408	2016-03-29 13:20:31	-49.27732944	-25.44114318	59
4271	714849640689115138	2016-03-29 13:20:10	-49.277436	-25.440988	59
4272	714849104237568001	2016-03-29 13:18:02	-49.26631629	-25.43022867	59
4273	714848663357497344	2016-03-29 13:16:17	-49.2733	-25.4284	59
4274	714848648576770050	2016-03-29 13:16:13	-49.26782975	-25.42543303	59
4275	714848308833943554	2016-03-29 13:14:52	-49.26237584	-25.53095839	87
4276	714848012049260545	2016-03-29 13:13:41	-49.28176045	-25.43865322	59
4279	714847678581116929	2016-03-29 13:12:22	-49.27221514	-25.43222855	59
4280	714847656246272000	2016-03-29 13:12:17	-49.26590072	-25.43026679	59
4281	714847593621270529	2016-03-29 13:12:02	-49.27117568	-25.42818102	59
4282	714847393569701888	2016-03-29 13:11:14	-49.26749319	-25.42023144	59
4283	714847385357324289	2016-03-29 13:11:12	-49.26238257	-25.53101686	87
4284	714847349273563136	2016-03-29 13:11:03	-49.26465723	-25.42791362	59
4285	714847258831884289	2016-03-29 13:10:42	-49.25214704	-25.40906395	61
4286	714847107002331137	2016-03-29 13:10:06	-49.23944444	-25.44277778	85
4291	714846212721999872	2016-03-29 13:06:32	-49.2663135	-25.4099012	59
4292	714846087748706305	2016-03-29 13:06:03	-49.2733	-25.4284	59
4293	714845840112791553	2016-03-29 13:05:04	-49.2623873	-25.53103055	87
4296	714845781061189632	2016-03-29 13:04:50	-49.3226072	-25.5788752	88
4297	714845714950578176	2016-03-29 13:04:34	-49.2616882	-25.4271488	59
4299	714845639889260545	2016-03-29 13:04:16	-49.27821961	-25.44562745	59
4301	714845489213087746	2016-03-29 13:03:40	-49.3225497	-25.5789024	88
4302	714845475065753600	2016-03-29 13:03:37	-49.26530063	-25.42971756	59
4303	714845463820836867	2016-03-29 13:03:34	-49.25	-25.4167	61
4304	714845437140852736	2016-03-29 13:03:28	-49.3225497	-25.5789024	88
4305	714845413375930371	2016-03-29 13:03:22	-49.3225481	-25.5789027	88
4306	714845361903370240	2016-03-29 13:03:10	-49.3225481	-25.5789027	88
4307	714845315140980737	2016-03-29 13:02:58	-49.3225481	-25.5789027	88
4308	714845291632046084	2016-03-29 13:02:53	-49.322543	-25.5789053	88
4310	714845255267454977	2016-03-29 13:02:44	-49.3225546	-25.5789017	88
4311	714845185646178304	2016-03-29 13:02:28	-49.3225546	-25.5789017	88
4312	714845125709574145	2016-03-29 13:02:13	-49.3225567	-25.5789017	88
4313	714845076766195712	2016-03-29 13:02:02	-49.322557	-25.5789019	88
4314	714845057405345793	2016-03-29 13:01:57	-49.25	-25.4167	61
4315	714844852203175936	2016-03-29 13:01:08	-49.26228167	-25.4245094	59
4316	714844829751058433	2016-03-29 13:01:03	-49.27980374	-25.442617	59
4317	714844758032691200	2016-03-29 13:00:46	-49.27232266	-25.41354931	59
4318	714844374262292480	2016-03-29 12:59:14	-49.2700655	-25.4229894	59
4319	714844298668294144	2016-03-29 12:58:56	-49.25	-25.4167	61
4320	714843927166246912	2016-03-29 12:57:28	-49.27667017	-25.43798141	59
4321	714843612907970560	2016-03-29 12:56:13	-49.26561356	-25.44213139	59
4324	714843423635808257	2016-03-29 12:55:28	-49.25	-25.4167	61
4325	714843402047778816	2016-03-29 12:55:22	-49.27221514	-25.43222855	59
4327	714843298226171905	2016-03-29 12:54:58	-49.26451866	-25.44265256	59
4329	714843165522403328	2016-03-29 12:54:26	-49.25	-25.4167	61
4331	714842890401394688	2016-03-29 12:53:20	-49.262448	-25.530993	87
4332	714842865084534784	2016-03-29 12:53:14	-49.2788285	-25.44198073	59
4334	714842693319401472	2016-03-29 12:52:33	-49.27943766	-25.43486007	59
4337	714842464784424960	2016-03-29 12:51:39	-49.26236667	-25.53105	87
4340	714842194297880578	2016-03-29 12:50:34	-49.2733	-25.4284	59
4342	714842047790858244	2016-03-29 12:49:59	-49.27191138	-25.42976842	59
4343	714842016371372035	2016-03-29 12:49:52	-49.24997091	-25.4260089	61
4347	714841512425689088	2016-03-29 12:47:52	-49.3324836	-25.5310868	89
4348	714841512920629248	2016-03-29 12:47:52	-49.25	-25.4167	61
4349	714841465147559937	2016-03-29 12:47:41	-49.27352949	-25.4352539	59
4355	714840823880413184	2016-03-29 12:45:08	-49.2733	-25.4284	59
4357	714840554304045059	2016-03-29 12:44:03	-49.27743925	-25.43909519	59
4359	714840516911874049	2016-03-29 12:43:54	-49.26237438	-25.53107559	87
4365	714840107417739264	2016-03-29 12:42:17	-49.26987886	-25.42818408	59
4366	714840013775761408	2016-03-29 12:41:55	-49.23059213	-25.51692022	91
4368	714839908297347072	2016-03-29 12:41:29	-49.23484862	-25.51422986	91
4369	714839612867403776	2016-03-29 12:40:19	-49.26237113	-25.53106074	87
4370	714839276886880256	2016-03-29 12:38:59	-49.27054707	-25.42338127	59
4371	714839258595508225	2016-03-29 12:38:54	-49.27466758	-25.43220437	59
4372	714839244238372865	2016-03-29 12:38:51	-49.269494	-25.42862	59
4373	714839139737333761	2016-03-29 12:38:26	-49.26733017	-25.43814941	59
4378	714838836392697857	2016-03-29 12:37:14	-49.3334349	-25.5310987	89
4379	714838669186756608	2016-03-29 12:36:34	-49.25	-25.4167	61
4380	714838656087932928	2016-03-29 12:36:31	-49.3334349	-25.5310987	89
4381	714838296225050624	2016-03-29 12:35:05	-49.26237792	-25.53105394	87
4382	714838286779424768	2016-03-29 12:35:03	-49.27508117	-25.43447946	59
4385	714838024106815488	2016-03-29 12:34:00	-49.23944444	-25.44277778	85
4386	714837904615477249	2016-03-29 12:33:32	-49.28071976	-25.43135747	59
4387	714837880443703298	2016-03-29 12:33:26	-49.27354128	-25.43592691	59
4390	714837617355976704	2016-03-29 12:32:23	-49.27118104	-25.43101637	59
4392	714837509520408576	2016-03-29 12:31:57	-49.23989267	-25.44225136	85
4393	714837433523769345	2016-03-29 12:31:39	-49.26237792	-25.53105394	87
4396	714836959101861888	2016-03-29 12:29:46	-49.2764738	-25.3901514	90
4397	714836850121293824	2016-03-29 12:29:20	-49.276475	-25.3901523	90
4398	714836801718992896	2016-03-29 12:29:09	-49.27772246	-25.42715066	59
4399	714836682164543488	2016-03-29 12:28:40	-49.26237792	-25.53105394	87
4400	714836642515779584	2016-03-29 12:28:31	-49.2764735	-25.3901524	90
4403	714836366547402753	2016-03-29 12:27:25	-49.27191138	-25.42976842	59
4404	714836293885280256	2016-03-29 12:27:08	-49.26237792	-25.53105394	87
4406	714836160627998720	2016-03-29 12:26:36	-49.27306	-25.42778	59
4409	714835565720547330	2016-03-29 12:24:14	-49.24103464	-25.4425017	85
4411	714835088446459904	2016-03-29 12:22:20	-49.27793026	-25.43750027	59
4412	714834931806023681	2016-03-29 12:21:43	-49.25	-25.4167	61
4415	714834690855845888	2016-03-29 12:20:45	-49.25	-25.4167	61
4418	714834356754325505	2016-03-29 12:19:26	-49.23059213	-25.51692022	91
4420	714833930252369920	2016-03-29 12:17:44	-49.25	-25.4167	61
4421	714833779110649856	2016-03-29 12:17:08	-49.23288229	-25.51920446	91
4422	714833733589868544	2016-03-29 12:16:57	-49.25	-25.4167	61
4423	714833639104708609	2016-03-29 12:16:35	-49.27221514	-25.43222855	59
4424	714833635342462976	2016-03-29 12:16:34	-49.27267053	-25.43149961	59
4425	714833583345635329	2016-03-29 12:16:21	-49.3334349	-25.5310987	89
4426	714833417360306176	2016-03-29 12:15:42	-49.2619006	-25.43907376	59
4427	714833149960839169	2016-03-29 12:14:38	-49.27067757	-25.42343143	59
4433	714832492000374784	2016-03-29 12:12:01	-49.27019564	-25.43163579	59
4435	714832328053420033	2016-03-29 12:11:22	-49.2733	-25.4284	59
4437	714832038050668544	2016-03-29 12:10:13	-49.25	-25.4167	61
4442	714831751542083584	2016-03-29 12:09:05	-49.2504082	-25.4209576	61
4445	714831416165539840	2016-03-29 12:07:45	-49.3334349	-25.5310987	89
4446	714831313967165448	2016-03-29 12:07:20	-49.27390631	-25.42907337	59
4448	714831290676084736	2016-03-29 12:07:15	-49.26687627	-25.40989758	59
4449	714831137529544705	2016-03-29 12:06:38	-49.26945815	-25.41682057	59
4454	714831004247203841	2016-03-29 12:06:06	-49.25	-25.4167	61
4457	714830783735791624	2016-03-29 12:05:14	-49.3334349	-25.5310987	89
4458	714830621462425600	2016-03-29 12:04:35	-49.2663002	-25.44637481	59
4459	714830615800115201	2016-03-29 12:04:34	-49.26894834	-25.41974105	59
4460	714830607847714816	2016-03-29 12:04:32	-49.3334349	-25.5310987	89
4461	714830588616826880	2016-03-29 12:04:27	-49.25	-25.4167	61
4462	714830500813283330	2016-03-29 12:04:06	-49.27607401	-25.38512241	90
4464	714830179680452608	2016-03-29 12:02:50	-49.25	-25.4167	61
4465	714829792718225408	2016-03-29 12:01:18	-49.25406404	-25.41037102	61
4466	714829747436564480	2016-03-29 12:01:07	-49.25	-25.4167	61
4470	714829496810123264	2016-03-29 12:00:07	-49.26576	-25.42877	59
4471	714829116248342530	2016-03-29 11:58:36	-49.27577146	-25.43376683	59
4472	714828858285907968	2016-03-29 11:57:35	-49.27354128	-25.43592691	59
4476	714827583611924480	2016-03-29 11:52:31	-49.25267458	-25.41412881	61
4477	714827555598114816	2016-03-29 11:52:24	-49.25	-25.4167	61
4478	714827477751898113	2016-03-29 11:52:06	-49.25	-25.4167	61
4479	714827269794054144	2016-03-29 11:51:16	-49.2616882	-25.4271488	59
4480	714827024460857344	2016-03-29 11:50:18	-49.25	-25.4167	61
4482	714826900267536386	2016-03-29 11:49:48	-49.26210846	-25.4268469	59
4483	714826750090461185	2016-03-29 11:49:12	-49.23439593	-25.51529243	91
4484	714826707857965056	2016-03-29 11:49:02	-49.23481639	-25.5144293	91
4485	714826429880348673	2016-03-29 11:47:56	-49.25	-25.4167	61
4487	714826229657026560	2016-03-29 11:47:08	-49.2764739	-25.3901518	90
4492	714826027449589762	2016-03-29 11:46:20	-49.276473	-25.3901511	90
4493	714825878543278080	2016-03-29 11:45:44	-49.2744789	-25.4297924	59
4497	714825348425322496	2016-03-29 11:43:38	-49.26340015	-25.43850916	59
4499	714824922925809665	2016-03-29 11:41:57	-49.27040353	-25.42159416	59
4504	714823944981901313	2016-03-29 11:38:03	-49.27555143	-25.43240949	59
4506	714823596401680385	2016-03-29 11:36:40	-49.25	-25.4167	61
4508	714822674250338306	2016-03-29 11:33:00	-49.26642412	-25.43002884	59
4511	714820527228104704	2016-03-29 11:24:29	-49.2701035	-25.4279938	59
4515	714819030767407104	2016-03-29 11:18:32	-49.27342039	-25.43193724	59
4516	714818895719215108	2016-03-29 11:18:00	-49.273817	-25.424442	59
4517	714818743033958400	2016-03-29 11:17:23	-49.25	-25.4167	61
4518	714818572984459264	2016-03-29 11:16:43	-49.23484862	-25.51422986	91
4528	714818072666890240	2016-03-29 11:14:43	-49.25	-25.4167	61
4529	714818064198606848	2016-03-29 11:14:41	-49.2728729	-25.4329414	59
4531	714817846308691972	2016-03-29 11:13:49	-49.27263093	-25.38265931	90
4535	714817555546771456	2016-03-29 11:12:40	-49.25	-25.4167	61
4538	714817398231187456	2016-03-29 11:12:03	-49.27835822	-25.43897767	59
4541	714817332946866177	2016-03-29 11:11:47	-49.27784443	-25.44106567	59
4542	714817286843015169	2016-03-29 11:11:36	-49.27487822	-25.43213913	59
4543	714817157188743168	2016-03-29 11:11:05	-49.277436	-25.440988	59
4545	714815882388770816	2016-03-29 11:06:01	-49.27531242	-25.43518465	59
4547	714815239225606144	2016-03-29 11:03:28	-49.25	-25.4167	61
4550	714815104240451584	2016-03-29 11:02:56	-49.2768593	-25.4261932	59
4551	714814778506625024	2016-03-29 11:01:38	-49.27457131	-25.44583631	59
4552	714814336578031617	2016-03-29 10:59:53	-49.27997701	-25.4350581	59
4553	714814249374076928	2016-03-29 10:59:32	-49.27173528	-25.42974986	59
4556	714813071668211712	2016-03-29 10:54:51	-49.25	-25.4167	61
4558	714812137047101441	2016-03-29 10:51:08	-49.25	-25.4167	61
4560	714811778081890304	2016-03-29 10:49:43	-49.27191138	-25.42976842	59
4565	714811282629738496	2016-03-29 10:47:44	-49.27425059	-25.42381477	59
4568	714810257206337537	2016-03-29 10:43:40	-49.27576159	-25.43288139	59
4569	714810257768251393	2016-03-29 10:43:40	-49.2767	-25.44	59
4575	714809718032740353	2016-03-29 10:41:31	-49.25	-25.4167	61
4580	714808240723345408	2016-03-29 10:35:39	-49.25	-25.4167	61
4581	714808137249783808	2016-03-29 10:35:15	-49.27348594	-25.42655057	59
4582	714807381985783810	2016-03-29 10:32:15	-49.25	-25.4167	61
4584	714806660649336832	2016-03-29 10:29:23	-49.3000921	-25.4690191	92
4588	714805448654848001	2016-03-29 10:24:34	-49.25	-25.4167	61
4593	714803126734336000	2016-03-29 10:15:20	-49.3000635	-25.468964	92
4595	714803030819004416	2016-03-29 10:14:57	-49.2851715	-25.4353714	93
4602	714801359435010048	2016-03-29 10:08:19	-49.2514543	-25.44920846	94
4603	714801045361270784	2016-03-29 10:07:04	-49.25124649	-25.44915502	94
4604	714801038881079297	2016-03-29 10:07:02	-49.2853104	-25.4420157	93
4606	714800891329687556	2016-03-29 10:06:27	-49.2515121	-25.45099002	94
4609	714800102590849024	2016-03-29 10:03:19	-49.25	-25.4167	61
4611	714799834109087745	2016-03-29 10:02:15	-49.25	-25.4167	61
4613	714799530777030657	2016-03-29 10:01:03	-49.25	-25.4167	61
4614	714799425294581760	2016-03-29 10:00:37	-49.2853104	-25.4420157	93
4617	714798106760593408	2016-03-29 09:55:23	-49.27577146	-25.43376683	59
4619	714797317203881984	2016-03-29 09:52:15	-49.30119877	-25.47445848	92
4621	714797009841086464	2016-03-29 09:51:02	-49.25	-25.4167	61
4622	714796886243328001	2016-03-29 09:50:32	-49.25	-25.4167	61
4623	714796530306256896	2016-03-29 09:49:07	-49.28399696	-25.44425419	93
4625	714795829798809600	2016-03-29 09:46:20	-49.2511321	-25.44905992	94
4626	714795810525814785	2016-03-29 09:46:16	-49.273252	-25.428356	59
4628	714795758856310784	2016-03-29 09:46:03	-49.25	-25.4167	61
4638	714794585340452865	2016-03-29 09:41:24	-49.27191138	-25.42976842	59
4646	714793520410836992	2016-03-29 09:37:10	-49.30004	-25.4689336	92
4647	714793454585438208	2016-03-29 09:36:54	-49.3000479	-25.4689366	92
4649	714793122526601216	2016-03-29 09:35:35	-49.3000482	-25.4689228	92
4650	714793093820768256	2016-03-29 09:35:28	-49.2849017	-25.431356	93
4654	714791969084547073	2016-03-29 09:31:00	-49.25124649	-25.44915502	94
4657	714790911033614336	2016-03-29 09:26:48	-49.25	-25.4167	61
4659	714790802594119680	2016-03-29 09:26:22	-49.2853104	-25.4420157	93
4660	714790464931643392	2016-03-29 09:25:01	-49.27771467	-25.42187008	59
4661	714790458107539456	2016-03-29 09:25:00	-49.25	-25.4167	61
4663	714790400184164353	2016-03-29 09:24:46	-49.27429906	-25.42464779	59
4664	714790300988928000	2016-03-29 09:24:22	-49.27191138	-25.42976842	59
4665	714790191219617792	2016-03-29 09:23:56	-49.25	-25.4167	61
4666	714790153445908480	2016-03-29 09:23:47	-49.2853104	-25.4420157	93
4669	714789071495806976	2016-03-29 09:19:29	-49.2733	-25.4284	59
4670	714788983960690688	2016-03-29 09:19:08	-49.2853104	-25.4420157	93
4671	714788614555770884	2016-03-29 09:17:40	-49.2853104	-25.4420157	93
4672	714788583207485441	2016-03-29 09:17:33	-49.2853104	-25.4420157	93
4676	714787826710216704	2016-03-29 09:14:32	-49.2708359	-25.436718	59
4678	714787802597236737	2016-03-29 09:14:26	-49.27390631	-25.42907337	59
4679	714787703808589824	2016-03-29 09:14:03	-49.25	-25.4167	61
4682	714787117801541632	2016-03-29 09:11:43	-49.2853104	-25.4420157	93
4684	714786792575254528	2016-03-29 09:10:26	-49.25108788	-25.45051806	94
4686	714786144014077952	2016-03-29 09:07:51	-49.25	-25.4167	61
4687	714785820016775168	2016-03-29 09:06:34	-49.25	-25.4167	61
4688	714785720628551680	2016-03-29 09:06:10	-49.2733	-25.4284	59
4693	714784884099837953	2016-03-29 09:02:51	-49.2733	-25.4284	59
4697	714784298436534272	2016-03-29 09:00:31	-49.29740542	-25.47775965	92
4698	714784242748801025	2016-03-29 09:00:18	-49.25	-25.4167	61
4699	714784219143270400	2016-03-29 09:00:12	-49.26889658	-25.44296459	59
4700	714784072875188225	2016-03-29 08:59:37	-49.273252	-25.428356	59
4704	714782575705923584	2016-03-29 08:53:40	-49.25	-25.4167	61
4707	714782229054947328	2016-03-29 08:52:18	-49.25	-25.4167	61
4709	714782130270633984	2016-03-29 08:51:54	-49.25	-25.4167	61
4710	714781916130635776	2016-03-29 08:51:03	-49.26750804	-25.43679145	59
4715	714780704375222272	2016-03-29 08:46:14	-49.25124649	-25.44915502	94
4716	714780650319003648	2016-03-29 08:46:01	-49.26878929	-25.439438	59
4718	714780200337276929	2016-03-29 08:44:14	-49.26571142	-25.49987926	96
4721	714779764867858432	2016-03-29 08:42:30	-49.25267458	-25.41412881	61
4723	714779590506450944	2016-03-29 08:41:48	-49.25	-25.4167	61
4731	714778051977080832	2016-03-29 08:35:42	-49.2514543	-25.44920846	94
4732	714777999380492289	2016-03-29 08:35:29	-49.26645041	-25.42372212	59
4745	714775623907033088	2016-03-29 08:26:03	-49.23087713	-25.51373533	95
4746	714775540192919553	2016-03-29 08:25:43	-49.26932946	-25.4303234	59
4749	714775162571333632	2016-03-29 08:24:13	-49.2303633	-25.5123134	95
4754	714773864950206464	2016-03-29 08:19:03	-49.26893597	-25.50326233	96
4755	714773573634658304	2016-03-29 08:17:54	-49.25	-25.4167	61
4756	714773505708048384	2016-03-29 08:17:38	-49.2515121	-25.45099002	94
4757	714773468265508864	2016-03-29 08:17:29	-49.27075001	-25.43319799	59
4758	714772609964052481	2016-03-29 08:14:04	-49.27208645	-25.42671249	59
4761	714772241599299584	2016-03-29 08:12:36	-49.26878929	-25.439438	59
4762	714771726496870400	2016-03-29 08:10:34	-49.27373476	-25.42870189	59
4763	714771651993411584	2016-03-29 08:10:16	-49.25	-25.4167	61
4769	714770984931340288	2016-03-29 08:07:37	-49.22765412	-25.51179672	95
4775	714769655995437057	2016-03-29 08:02:20	-49.27466758	-25.43220437	59
4776	714769493885587456	2016-03-29 08:01:41	-49.25	-25.4167	61
4780	714768840123621376	2016-03-29 07:59:05	-49.27943766	-25.43486007	59
4781	714768748276760576	2016-03-29 07:58:44	-49.26231	-25.501864	96
4782	714768650604044288	2016-03-29 07:58:20	-49.275814	-25.43136958	59
4783	714768610703577088	2016-03-29 07:58:11	-49.265658	-25.499892	96
4785	714767319852060672	2016-03-29 07:53:03	-49.25	-25.4167	61
4788	714766502172487681	2016-03-29 07:49:48	-49.26782975	-25.42858615	59
4790	714766162563887105	2016-03-29 07:48:27	-49.27185875	-25.50330844	96
4792	714765776302043137	2016-03-29 07:46:55	-49.23059213	-25.51692022	95
4794	714765468805033984	2016-03-29 07:45:42	-49.25	-25.4167	61
4796	714764833326034944	2016-03-29 07:43:10	-49.23151708	-25.50908233	95
4797	714764513053114369	2016-03-29 07:41:54	-49.26571142	-25.49987926	96
4800	714764199591866372	2016-03-29 07:40:39	-49.27550193	-25.43980398	59
4802	714763847693967360	2016-03-29 07:39:15	-49.27368164	-25.43835288	59
4805	714763665384333314	2016-03-29 07:38:32	-49.26878929	-25.439438	59
4808	714763438203994112	2016-03-29 07:37:37	-49.27641771	-25.44302416	59
4809	714763287934664704	2016-03-29 07:37:02	-49.27279236	-25.42951808	59
4811	714763182926131200	2016-03-29 07:36:37	-49.25	-25.4167	61
4812	714763065443684352	2016-03-29 07:36:09	-49.23484862	-25.51422986	95
4815	714762604074430468	2016-03-29 07:34:19	-49.25	-25.4167	61
4816	714762590501670912	2016-03-29 07:34:15	-49.27279236	-25.42951808	59
4818	714762468493565952	2016-03-29 07:33:46	-49.26571142	-25.49987926	96
4819	714762406912778240	2016-03-29 07:33:32	-49.27279236	-25.42951808	59
4820	714762323551002624	2016-03-29 07:33:12	-49.27280513	-25.42952149	59
4822	714762277006811138	2016-03-29 07:33:01	-49.27280513	-25.42952149	59
4823	714762035209351168	2016-03-29 07:32:03	-49.27166076	-25.50314104	96
4824	714761328515223553	2016-03-29 07:29:14	-49.27530887	-25.43460069	59
4825	714760989539962880	2016-03-29 07:27:54	-49.26571142	-25.49987926	96
4828	714760732525596674	2016-03-29 07:26:52	-49.25046965	-25.4506782	94
4830	714760567353962496	2016-03-29 07:26:13	-49.27181482	-25.44401092	59
4833	714760112234237952	2016-03-29 07:24:25	-49.25124649	-25.44915502	94
4835	714759630740721665	2016-03-29 07:22:30	-49.25	-25.4167	61
4836	714759522275954688	2016-03-29 07:22:04	-49.25	-25.4167	61
4845	714757933129723904	2016-03-29 07:15:45	-49.25	-25.4167	61
4850	714754819605590016	2016-03-29 07:03:23	-49.27692175	-25.44819615	59
4852	714754450003521536	2016-03-29 07:01:55	-49.27423954	-25.43622135	59
4853	714754307967549443	2016-03-29 07:01:21	-49.27385851	-25.43902653	59
4858	714753385682046977	2016-03-29 06:57:41	-49.27238839	-25.42420988	59
4859	714753326378835970	2016-03-29 06:57:27	-49.27943766	-25.43486007	59
4862	714752564215091200	2016-03-29 06:54:25	-49.25067902	-25.4221136	61
4864	714751775518105604	2016-03-29 06:51:17	-49.27191138	-25.42976842	59
4865	714750947998752769	2016-03-29 06:48:00	-49.2781502	-25.43776187	59
4866	714750711427371008	2016-03-29 06:47:03	-49.27196765	-25.44308633	59
4867	714750643005734912	2016-03-29 06:46:47	-49.26681519	-25.43831412	59
4869	714750465339224064	2016-03-29 06:46:05	-49.27181482	-25.44401092	59
4870	714750384812765184	2016-03-29 06:45:45	-49.27164096	-25.44399969	59
4872	714749881483657216	2016-03-29 06:43:45	-49.2767	-25.44	59
4878	714747820855730176	2016-03-29 06:35:34	-49.28087306	-25.43036951	59
4879	714747749380567040	2016-03-29 06:35:17	-49.25	-25.4167	61
4880	714747515145437184	2016-03-29 06:34:21	-49.28087306	-25.43036951	59
4881	714747310144622592	2016-03-29 06:33:32	-49.2806983	-25.43034978	59
4882	714746963674181632	2016-03-29 06:32:10	-49.25	-25.4167	61
4883	714746774376808448	2016-03-29 06:31:25	-49.27000868	-25.42413808	59
4888	714745228406689793	2016-03-29 06:25:16	-49.2701313	-25.44071558	59
4895	714740802270994434	2016-03-29 06:07:41	-49.27340959	-25.42538683	59
4919	714677801429966854	2016-03-29 01:57:20	-49.25	-25.4167	98
4923	714673905412272129	2016-03-29 01:41:51	-49.2088458	-25.4668748	97
4926	714672369235832834	2016-03-29 01:35:45	-49.2104711	-25.4659685	97
4928	714671797329928192	2016-03-29 01:33:29	-49.2088458	-25.4668748	97
4930	714671726630674436	2016-03-29 01:33:12	-49.2104711	-25.4659685	97
4932	714671108927201280	2016-03-29 01:30:44	-49.2104711	-25.4659685	97
4934	714670428770471937	2016-03-29 01:28:02	-49.2104711	-25.4659685	97
4935	714668939494690816	2016-03-29 01:22:07	-49.2104711	-25.4659685	97
4937	714668849099116544	2016-03-29 01:21:46	-49.2104711	-25.4659685	97
4939	714668244288860160	2016-03-29 01:19:21	-49.2104711	-25.4659685	97
4940	714668161233260549	2016-03-29 01:19:02	-49.2104711	-25.4659685	97
